metric,metric_group,metric_direction,model,budget_start,budget_end,budget_start_tokens,budget_end_tokens,paired_seed_count,mean_delta,std_delta,standard_error_delta,ci95_low_delta,ci95_high_delta,median_delta,min_delta,max_delta,mean_relative_percent,median_relative_percent,directional_improvement_seed_count,directional_worsening_seed_count,unchanged_seed_count,exact_sign_flip_p_value_for_delta
mean_aux_loss,routing,lower_is_better,mla_moe_220m,10m,25m,10000000,25000000,10,-1.8682985935183394e-05,1.4953532453370607e-05,4.728722161789672e-06,-2.9380098644087968e-05,-7.985873226278821e-06,-1.7602028500052387e-05,-4.0898773572826605e-05,4.36770045425354e-06,-0.1856840453530464,-0.17513888972692146,8,2,0,0.0078125
mean_aux_loss,routing,lower_is_better,mla_moe_220m,25m,50m,25000000,50000000,10,-3.2630843801107617e-06,9.712468267524108e-06,3.0713521427485766e-06,-1.0210965629129346e-05,3.684796868907823e-06,-2.5358792273737565e-06,-2.3347518399772713e-05,9.13789804117722e-06,-0.032466412364089155,-0.02528049845989069,5,5,0,0.3359375
mean_aux_loss,routing,lower_is_better,mla_moe_220m,10m,50m,10000000,50000000,10,-2.1946070315294158e-05,1.387930052921379e-05,4.389020200229593e-06,-3.187472379865843e-05,-1.2017416831929884e-05,-1.839334318888032e-05,-4.6667878002263144e-05,-7.808643898607817e-06,-0.21814605056000969,-0.18300280125877127,10,0,0,0.001953125
mean_aux_loss,routing,lower_is_better,v3_routing_220m,10m,25m,10000000,25000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,10,1.0
mean_aux_loss,routing,lower_is_better,v3_routing_220m,25m,50m,25000000,50000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,10,1.0
mean_aux_loss,routing,lower_is_better,v3_routing_220m,10m,50m,10000000,50000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,10,1.0
mean_expert_load_variance,routing,lower_is_better,dense_121m,10m,25m,10000000,25000000,0,,,,,,,,,,,0,0,0,
mean_expert_load_variance,routing,lower_is_better,dense_121m,25m,50m,25000000,50000000,0,,,,,,,,,,,0,0,0,
mean_expert_load_variance,routing,lower_is_better,dense_121m,10m,50m,10000000,50000000,0,,,,,,,,,,,0,0,0,
mean_expert_load_variance,routing,lower_is_better,mla_121m,10m,25m,10000000,25000000,0,,,,,,,,,,,0,0,0,
mean_expert_load_variance,routing,lower_is_better,mla_121m,25m,50m,25000000,50000000,0,,,,,,,,,,,0,0,0,
mean_expert_load_variance,routing,lower_is_better,mla_121m,10m,50m,10000000,50000000,0,,,,,,,,,,,0,0,0,
mean_expert_load_variance,routing,lower_is_better,mtp_121m,10m,25m,10000000,25000000,0,,,,,,,,,,,0,0,0,
mean_expert_load_variance,routing,lower_is_better,mtp_121m,25m,50m,25000000,50000000,0,,,,,,,,,,,0,0,0,
mean_expert_load_variance,routing,lower_is_better,mtp_121m,10m,50m,10000000,50000000,0,,,,,,,,,,,0,0,0,
mean_expert_load_variance,routing,lower_is_better,moe_220m,10m,25m,10000000,25000000,10,-1.3541023797459074e-05,1.0884068224154038e-05,3.4418445796990837e-06,-2.1327017166466613e-05,-5.755030428451535e-06,-1.0707953241136346e-05,-3.891102274258932e-05,-1.1141919427447961e-06,-20.62579630195554,-18.350348754190534,10,0,0,0.001953125
mean_expert_load_variance,routing,lower_is_better,moe_220m,25m,50m,25000000,50000000,10,-1.2111893958515577e-06,9.673394889205779e-06,3.058996055612241e-06,-8.131119233851229e-06,5.708740442148114e-06,-3.8927397794193664e-06,-1.0552813609441121e-05,1.5711856550640528e-05,-0.7413156579716661,-6.982445090974743,6,4,0,0.6953125
mean_expert_load_variance,routing,lower_is_better,moe_220m,10m,50m,10000000,50000000,10,-1.4752213193310631e-05,7.343055883299009e-06,2.322078157712444e-06,-2.0005118930224243e-05,-9.49930745639702e-06,-1.7171815368864276e-05,-2.3199166191948793e-05,-9.213970767127174e-07,-23.387107232330056,-28.063347119410892,10,0,0,0.001953125
mean_expert_load_variance,routing,lower_is_better,mla_moe_220m,10m,25m,10000000,25000000,10,-1.1642091737853167e-05,5.234082427577625e-06,1.6551621932208603e-06,-1.5386328748745824e-05,-7.89785472696051e-06,-1.3359626962078942e-05,-1.7001454366578e-05,-2.021433909734091e-06,-18.99862878095374,-21.806425750106563,10,0,0,0.001953125
mean_expert_load_variance,routing,lower_is_better,mla_moe_220m,25m,50m,25000000,50000000,10,1.7211762070655848e-06,1.0597913273089703e-05,3.3513544387893516e-06,-5.860114241525563e-06,9.302466655656732e-06,-8.351597521040196e-07,-9.651857945654122e-06,2.111095984776816e-05,4.711322501684684,-1.5022286769482842,5,5,0,0.615234375
mean_expert_load_variance,routing,lower_is_better,mla_moe_220m,10m,50m,10000000,50000000,10,-9.920915530787582e-06,1.084355171119155e-05,3.4290321333181635e-06,-1.7677925132442286e-05,-2.163905929132876e-06,-1.2270466652181428e-05,-2.3002235425843135e-05,7.877551184760213e-06,-15.59867768861325,-18.97408602888042,7,3,0,0.0234375
mean_expert_load_variance,routing,lower_is_better,v3_routing_220m,10m,25m,10000000,25000000,10,-2.4042543669541682e-05,1.5864908970629223e-05,5.016924721842571e-06,-3.539161586399021e-05,-1.2693471475093154e-05,-2.6017857425742665e-05,-5.269679327805838e-05,-1.02638337347244e-06,-30.17493239121071,-35.167567369471215,10,0,0,0.001953125
mean_expert_load_variance,routing,lower_is_better,v3_routing_220m,25m,50m,25000000,50000000,10,2.0071649220254716e-06,1.0763361647960729e-05,3.4036738087659325e-06,-5.692480164108294e-06,9.706810008159237e-06,-9.371765785747106e-07,-9.388114677535167e-06,2.2468646367390935e-05,5.333620912111498,-1.7953733578453375,6,4,0,0.560546875
mean_expert_load_variance,routing,lower_is_better,v3_routing_220m,10m,50m,10000000,50000000,10,-2.203537874751621e-05,1.2392688140683502e-05,3.918912085671704e-06,-3.0900573792270695e-05,-1.3170183702761727e-05,-2.1441973911391353e-05,-3.994242184691962e-05,-6.6299968295627216e-06,-28.530149119580898,-27.82176068595403,10,0,0,0.001953125
mean_router_probability,routing,descriptive_only,dense_121m,10m,25m,10000000,25000000,0,,,,,,,,,,,,,0,
mean_router_probability,routing,descriptive_only,dense_121m,25m,50m,25000000,50000000,0,,,,,,,,,,,,,0,
mean_router_probability,routing,descriptive_only,dense_121m,10m,50m,10000000,50000000,0,,,,,,,,,,,,,0,
mean_router_probability,routing,descriptive_only,mla_121m,10m,25m,10000000,25000000,0,,,,,,,,,,,,,0,
mean_router_probability,routing,descriptive_only,mla_121m,25m,50m,25000000,50000000,0,,,,,,,,,,,,,0,
mean_router_probability,routing,descriptive_only,mla_121m,10m,50m,10000000,50000000,0,,,,,,,,,,,,,0,
mean_router_probability,routing,descriptive_only,mtp_121m,10m,25m,10000000,25000000,0,,,,,,,,,,,,,0,
mean_router_probability,routing,descriptive_only,mtp_121m,25m,50m,25000000,50000000,0,,,,,,,,,,,,,0,
mean_router_probability,routing,descriptive_only,mtp_121m,10m,50m,10000000,50000000,0,,,,,,,,,,,,,0,
mean_router_probability,routing,descriptive_only,moe_220m,10m,25m,10000000,25000000,0,,,,,,,,,,,,,0,
mean_router_probability,routing,descriptive_only,moe_220m,25m,50m,25000000,50000000,0,,,,,,,,,,,,,0,
mean_router_probability,routing,descriptive_only,moe_220m,10m,50m,10000000,50000000,0,,,,,,,,,,,,,0,
mean_router_probability,routing,descriptive_only,mla_moe_220m,10m,25m,10000000,25000000,0,,,,,,,,,,,,,0,
mean_router_probability,routing,descriptive_only,mla_moe_220m,25m,50m,25000000,50000000,0,,,,,,,,,,,,,0,
mean_router_probability,routing,descriptive_only,mla_moe_220m,10m,50m,10000000,50000000,0,,,,,,,,,,,,,0,
mean_router_probability,routing,descriptive_only,v3_routing_220m,10m,25m,10000000,25000000,0,,,,,,,,,,,,,0,
mean_router_probability,routing,descriptive_only,v3_routing_220m,25m,50m,25000000,50000000,0,,,,,,,,,,,,,0,
mean_router_probability,routing,descriptive_only,v3_routing_220m,10m,50m,10000000,50000000,0,,,,,,,,,,,,,0,
mean_routing_entropy,routing,descriptive_only,dense_121m,10m,25m,10000000,25000000,0,,,,,,,,,,,,,0,
mean_routing_entropy,routing,descriptive_only,dense_121m,25m,50m,25000000,50000000,0,,,,,,,,,,,,,0,
mean_routing_entropy,routing,descriptive_only,dense_121m,10m,50m,10000000,50000000,0,,,,,,,,,,,,,0,
mean_routing_entropy,routing,descriptive_only,mla_121m,10m,25m,10000000,25000000,0,,,,,,,,,,,,,0,
mean_routing_entropy,routing,descriptive_only,mla_121m,25m,50m,25000000,50000000,0,,,,,,,,,,,,,0,
mean_routing_entropy,routing,descriptive_only,mla_121m,10m,50m,10000000,50000000,0,,,,,,,,,,,,,0,
mean_routing_entropy,routing,descriptive_only,mtp_121m,10m,25m,10000000,25000000,0,,,,,,,,,,,,,0,
mean_routing_entropy,routing,descriptive_only,mtp_121m,25m,50m,25000000,50000000,0,,,,,,,,,,,,,0,
mean_routing_entropy,routing,descriptive_only,mtp_121m,10m,50m,10000000,50000000,0,,,,,,,,,,,,,0,
mean_routing_entropy,routing,descriptive_only,moe_220m,10m,25m,10000000,25000000,10,0.1789351580490669,0.018598812115850186,0.005881460805962203,0.16563036935947908,0.19223994673865472,0.17750726764400793,0.14253396352132164,0.21249531115094822,11.38299697711508,11.313379965954272,,,0,0.001953125
mean_routing_entropy,routing,descriptive_only,moe_220m,25m,50m,25000000,50000000,10,0.21703991475701337,0.005588088692717316,0.0017671088036019492,0.21304243691960256,0.22103739259442418,0.21856123387813586,0.20627597312132506,0.22344477703173937,12.390379918385658,12.46315133019131,,,0,0.001953125
mean_routing_entropy,routing,descriptive_only,moe_220m,10m,50m,10000000,50000000,10,0.39597507280608024,0.020576314723697794,0.006506802037934323,0.38125566396942945,0.41069448164273104,0.3967343179881573,0.3633538165688517,0.4345970728496711,25.183844208927002,25.283262321727282,,,0,0.001953125
mean_routing_entropy,routing,descriptive_only,mla_moe_220m,10m,25m,10000000,25000000,10,0.16223586060106765,0.017627295707932773,0.005574240342637776,0.1496260528831298,0.1748456683190055,0.159979793354869,0.1359524036943911,0.19249678313732144,10.948395213394662,10.842375738786338,,,0,0.001953125
mean_routing_entropy,routing,descriptive_only,mla_moe_220m,25m,50m,25000000,50000000,10,0.25065361757576465,0.010954918851676397,0.0034642495153613703,0.2428169407210679,0.2584902944304614,0.2506515695154665,0.22667963514725353,0.2645016675194103,15.231749338295637,15.167229983599128,,,0,0.001953125
mean_routing_entropy,routing,descriptive_only,mla_moe_220m,10m,50m,10000000,50000000,10,0.4128894781768323,0.024291219192539133,0.007681557979081988,0.39551258677344175,0.43026636958022285,0.40956014600892865,0.36263203884164463,0.44400531053543113,27.850899373885063,27.768398759807695,,,0,0.001953125
mean_routing_entropy,routing,descriptive_only,v3_routing_220m,10m,25m,10000000,25000000,10,0.2718353708485763,0.015313785162431382,0.0048426440711774755,0.260880548876357,0.2827901928207956,0.274734286889434,0.2489486409227053,0.2949549209078155,20.82257409599142,20.908875611293823,,,0,0.001953125
mean_routing_entropy,routing,descriptive_only,v3_routing_220m,25m,50m,25000000,50000000,10,0.2818953205247719,0.008907532576246855,0.002816809127308752,0.2755232555813562,0.2882673854681876,0.2789535826941326,0.2724389913678169,0.2978164509932202,17.868154210532307,17.597840686078897,,,0,0.001953125
mean_routing_entropy,routing,descriptive_only,v3_routing_220m,10m,50m,10000000,50000000,10,0.5537306913733481,0.019945643976108735,0.006307366436332065,0.5394624372113673,0.5679989455353288,0.5544511768221855,0.5213876322905222,0.5917768310507141,42.41333380877146,42.611259629112645,,,0,0.001953125
mtp_auxiliary_head_count,mtp,descriptive_only,dense_121m,10m,25m,10000000,25000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,10,1.0
mtp_auxiliary_head_count,mtp,descriptive_only,dense_121m,25m,50m,25000000,50000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,10,1.0
mtp_auxiliary_head_count,mtp,descriptive_only,dense_121m,10m,50m,10000000,50000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,10,1.0
mtp_auxiliary_head_count,mtp,descriptive_only,mla_121m,10m,25m,10000000,25000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,10,1.0
mtp_auxiliary_head_count,mtp,descriptive_only,mla_121m,25m,50m,25000000,50000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,10,1.0
mtp_auxiliary_head_count,mtp,descriptive_only,mla_121m,10m,50m,10000000,50000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,10,1.0
mtp_auxiliary_head_count,mtp,descriptive_only,mtp_121m,10m,25m,10000000,25000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,10,1.0
mtp_auxiliary_head_count,mtp,descriptive_only,mtp_121m,25m,50m,25000000,50000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,10,1.0
mtp_auxiliary_head_count,mtp,descriptive_only,mtp_121m,10m,50m,10000000,50000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,10,1.0
mtp_auxiliary_head_count,mtp,descriptive_only,moe_220m,10m,25m,10000000,25000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,10,1.0
mtp_auxiliary_head_count,mtp,descriptive_only,moe_220m,25m,50m,25000000,50000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,10,1.0
mtp_auxiliary_head_count,mtp,descriptive_only,moe_220m,10m,50m,10000000,50000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,10,1.0
mtp_auxiliary_head_count,mtp,descriptive_only,mla_moe_220m,10m,25m,10000000,25000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,10,1.0
mtp_auxiliary_head_count,mtp,descriptive_only,mla_moe_220m,25m,50m,25000000,50000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,10,1.0
mtp_auxiliary_head_count,mtp,descriptive_only,mla_moe_220m,10m,50m,10000000,50000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,10,1.0
mtp_auxiliary_head_count,mtp,descriptive_only,v3_routing_220m,10m,25m,10000000,25000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,10,1.0
mtp_auxiliary_head_count,mtp,descriptive_only,v3_routing_220m,25m,50m,25000000,50000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,10,1.0
mtp_auxiliary_head_count,mtp,descriptive_only,v3_routing_220m,10m,50m,10000000,50000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,10,1.0
mtp_loss,mtp,descriptive_only,dense_121m,10m,25m,10000000,25000000,0,,,,,,,,,,,,,0,
mtp_loss,mtp,descriptive_only,dense_121m,25m,50m,25000000,50000000,0,,,,,,,,,,,,,0,
mtp_loss,mtp,descriptive_only,dense_121m,10m,50m,10000000,50000000,0,,,,,,,,,,,,,0,
mtp_loss,mtp,descriptive_only,mla_121m,10m,25m,10000000,25000000,0,,,,,,,,,,,,,0,
mtp_loss,mtp,descriptive_only,mla_121m,25m,50m,25000000,50000000,0,,,,,,,,,,,,,0,
mtp_loss,mtp,descriptive_only,mla_121m,10m,50m,10000000,50000000,0,,,,,,,,,,,,,0,
mtp_loss,mtp,descriptive_only,mtp_121m,10m,25m,10000000,25000000,10,-0.1415410041809082,0.18445790702204423,0.058330711861722645,-0.273494241826685,-0.009587766535131409,-0.12122678756713867,-0.4135570526123047,0.14203262329101562,-2.063436581940091,-1.78089696098029,,,0,0.046875
mtp_loss,mtp,descriptive_only,mtp_121m,25m,50m,25000000,50000000,10,0.0035210132598876955,0.2352308591616996,0.0743865290909257,-0.16475300633459103,0.1717950328543664,0.05511593818664551,-0.4272584915161133,0.2885427474975586,0.09914049956021327,0.8435707379002648,,,0,0.966796875
mtp_loss,mtp,descriptive_only,mtp_121m,10m,50m,10000000,50000000,10,-0.13801999092102052,0.22331128200029618,0.07061722783330977,-0.2977672586770547,0.021727276835013687,-0.040400028228759766,-0.486175537109375,0.15066051483154297,-2.005863498997178,-0.5980144398617715,,,0,0.09375
mtp_loss,mtp,descriptive_only,moe_220m,10m,25m,10000000,25000000,0,,,,,,,,,,,,,0,
mtp_loss,mtp,descriptive_only,moe_220m,25m,50m,25000000,50000000,0,,,,,,,,,,,,,0,
mtp_loss,mtp,descriptive_only,moe_220m,10m,50m,10000000,50000000,0,,,,,,,,,,,,,0,
mtp_loss,mtp,descriptive_only,mla_moe_220m,10m,25m,10000000,25000000,0,,,,,,,,,,,,,0,
mtp_loss,mtp,descriptive_only,mla_moe_220m,25m,50m,25000000,50000000,0,,,,,,,,,,,,,0,
mtp_loss,mtp,descriptive_only,mla_moe_220m,10m,50m,10000000,50000000,0,,,,,,,,,,,,,0,
mtp_loss,mtp,descriptive_only,v3_routing_220m,10m,25m,10000000,25000000,0,,,,,,,,,,,,,0,
mtp_loss,mtp,descriptive_only,v3_routing_220m,25m,50m,25000000,50000000,0,,,,,,,,,,,,,0,
mtp_loss,mtp,descriptive_only,v3_routing_220m,10m,50m,10000000,50000000,0,,,,,,,,,,,,,0,
mtp_loss_weight,mtp,descriptive_only,dense_121m,10m,25m,10000000,25000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,10,1.0
mtp_loss_weight,mtp,descriptive_only,dense_121m,25m,50m,25000000,50000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,10,1.0
mtp_loss_weight,mtp,descriptive_only,dense_121m,10m,50m,10000000,50000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,10,1.0
mtp_loss_weight,mtp,descriptive_only,mla_121m,10m,25m,10000000,25000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,10,1.0
mtp_loss_weight,mtp,descriptive_only,mla_121m,25m,50m,25000000,50000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,10,1.0
mtp_loss_weight,mtp,descriptive_only,mla_121m,10m,50m,10000000,50000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,10,1.0
mtp_loss_weight,mtp,descriptive_only,mtp_121m,10m,25m,10000000,25000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,10,1.0
mtp_loss_weight,mtp,descriptive_only,mtp_121m,25m,50m,25000000,50000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,10,1.0
mtp_loss_weight,mtp,descriptive_only,mtp_121m,10m,50m,10000000,50000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,10,1.0
mtp_loss_weight,mtp,descriptive_only,moe_220m,10m,25m,10000000,25000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,10,1.0
mtp_loss_weight,mtp,descriptive_only,moe_220m,25m,50m,25000000,50000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,10,1.0
mtp_loss_weight,mtp,descriptive_only,moe_220m,10m,50m,10000000,50000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,10,1.0
mtp_loss_weight,mtp,descriptive_only,mla_moe_220m,10m,25m,10000000,25000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,10,1.0
mtp_loss_weight,mtp,descriptive_only,mla_moe_220m,25m,50m,25000000,50000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,10,1.0
mtp_loss_weight,mtp,descriptive_only,mla_moe_220m,10m,50m,10000000,50000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,10,1.0
mtp_loss_weight,mtp,descriptive_only,v3_routing_220m,10m,25m,10000000,25000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,10,1.0
mtp_loss_weight,mtp,descriptive_only,v3_routing_220m,25m,50m,25000000,50000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,10,1.0
mtp_loss_weight,mtp,descriptive_only,v3_routing_220m,10m,50m,10000000,50000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,10,1.0
peak_memory_bytes,efficiency,lower_is_better,dense_121m,10m,25m,10000000,25000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10,1.0
peak_memory_bytes,efficiency,lower_is_better,dense_121m,25m,50m,25000000,50000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10,1.0
peak_memory_bytes,efficiency,lower_is_better,dense_121m,10m,50m,10000000,50000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10,1.0
peak_memory_bytes,efficiency,lower_is_better,mla_121m,10m,25m,10000000,25000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10,1.0
peak_memory_bytes,efficiency,lower_is_better,mla_121m,25m,50m,25000000,50000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10,1.0
peak_memory_bytes,efficiency,lower_is_better,mla_121m,10m,50m,10000000,50000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10,1.0
peak_memory_bytes,efficiency,lower_is_better,mtp_121m,10m,25m,10000000,25000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10,1.0
peak_memory_bytes,efficiency,lower_is_better,mtp_121m,25m,50m,25000000,50000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10,1.0
peak_memory_bytes,efficiency,lower_is_better,mtp_121m,10m,50m,10000000,50000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10,1.0
peak_memory_bytes,efficiency,lower_is_better,moe_220m,10m,25m,10000000,25000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10,1.0
peak_memory_bytes,efficiency,lower_is_better,moe_220m,25m,50m,25000000,50000000,10,307.2,971.4516972037261,307.2,-387.73468039403264,1002.1346803940326,0.0,0.0,3072.0,6.598713118967539e-06,0.0,0,1,9,1.0
peak_memory_bytes,efficiency,lower_is_better,moe_220m,10m,50m,10000000,50000000,10,307.2,971.4516972037261,307.2,-387.73468039403264,1002.1346803940326,0.0,0.0,3072.0,6.598713118967539e-06,0.0,0,1,9,1.0
peak_memory_bytes,efficiency,lower_is_better,mla_moe_220m,10m,25m,10000000,25000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10,1.0
peak_memory_bytes,efficiency,lower_is_better,mla_moe_220m,25m,50m,25000000,50000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10,1.0
peak_memory_bytes,efficiency,lower_is_better,mla_moe_220m,10m,50m,10000000,50000000,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,10,1.0
peak_memory_bytes,efficiency,lower_is_better,v3_routing_220m,10m,25m,10000000,25000000,10,217395.2,453758.4863036968,143491.032435,-107204.06681193516,541994.4668119352,0.0,0.0,1246208.0,0.004668922715627582,0.0,0,3,7,0.25
peak_memory_bytes,efficiency,lower_is_better,v3_routing_220m,25m,50m,25000000,50000000,10,173056.0,272549.9110417923,86187.8494968339,-21914.461080505367,368026.4610805054,3584.0,0.0,698368.0,0.0037193061556647622,7.700260114786678e-05,0,5,5,0.0625
peak_memory_bytes,efficiency,lower_is_better,v3_routing_220m,10m,50m,10000000,50000000,10,390451.2,485188.02623606083,153429.92563474845,43368.59474653611,737533.8052534639,156672.0,0.0,1381376.0,0.008388309385095357,0.0033672892070128976,0,6,4,0.03125
requested_tokens_per_activated_parameter,efficiency,descriptive_only,dense_121m,10m,25m,10000000,25000000,10,0.1240228980003937,0.0,0.0,0.1240228980003937,0.1240228980003937,0.1240228980003937,0.1240228980003937,0.1240228980003937,150.0,150.0,,,0,0.001953125
requested_tokens_per_activated_parameter,efficiency,descriptive_only,dense_121m,25m,50m,25000000,50000000,10,0.20670483000065615,0.0,0.0,0.20670483000065615,0.20670483000065615,0.20670483000065618,0.20670483000065618,0.20670483000065618,99.99999999999999,99.99999999999999,,,0,0.001953125
requested_tokens_per_activated_parameter,efficiency,descriptive_only,dense_121m,10m,50m,10000000,50000000,10,0.3307277280010499,0.0,0.0,0.3307277280010499,0.3307277280010499,0.3307277280010499,0.3307277280010499,0.3307277280010499,399.99999999999994,399.99999999999994,,,0,0.001953125
requested_tokens_per_activated_parameter,efficiency,descriptive_only,mla_121m,10m,25m,10000000,25000000,10,0.10912227281615779,0.0,0.0,0.10912227281615779,0.10912227281615779,0.10912227281615779,0.10912227281615779,0.10912227281615779,150.00000000000003,150.00000000000003,,,0,0.001953125
requested_tokens_per_activated_parameter,efficiency,descriptive_only,mla_121m,25m,50m,25000000,50000000,10,0.1818704546935963,0.0,0.0,0.1818704546935963,0.1818704546935963,0.1818704546935963,0.1818704546935963,0.1818704546935963,100.0,100.0,,,0,0.001953125
requested_tokens_per_activated_parameter,efficiency,descriptive_only,mla_121m,10m,50m,10000000,50000000,10,0.2909927275097541,0.0,0.0,0.2909927275097541,0.2909927275097541,0.2909927275097541,0.2909927275097541,0.2909927275097541,400.0,400.0,,,0,0.001953125
requested_tokens_per_activated_parameter,efficiency,descriptive_only,mtp_121m,10m,25m,10000000,25000000,10,0.11004699094550965,0.0,0.0,0.11004699094550965,0.11004699094550965,0.11004699094550965,0.11004699094550965,0.11004699094550965,149.99999999999997,149.99999999999997,,,0,0.001953125
requested_tokens_per_activated_parameter,efficiency,descriptive_only,mtp_121m,25m,50m,25000000,50000000,10,0.18341165157584943,0.0,0.0,0.18341165157584943,0.18341165157584943,0.18341165157584943,0.18341165157584943,0.18341165157584943,100.0,100.0,,,0,0.001953125
requested_tokens_per_activated_parameter,efficiency,descriptive_only,mtp_121m,10m,50m,10000000,50000000,10,0.2934586425213591,0.0,0.0,0.2934586425213591,0.2934586425213591,0.2934586425213591,0.2934586425213591,0.2934586425213591,400.0,400.0,,,0,0.001953125
requested_tokens_per_activated_parameter,efficiency,descriptive_only,moe_220m,10m,25m,10000000,25000000,10,0.1908672028457231,0.0,0.0,0.1908672028457231,0.1908672028457231,0.1908672028457231,0.1908672028457231,0.1908672028457231,150.0,150.0,,,0,0.001953125
requested_tokens_per_activated_parameter,efficiency,descriptive_only,moe_220m,25m,50m,25000000,50000000,10,0.3181120047428718,0.0,0.0,0.3181120047428718,0.3181120047428718,0.3181120047428718,0.3181120047428718,0.3181120047428718,100.0,100.0,,,0,0.001953125
requested_tokens_per_activated_parameter,efficiency,descriptive_only,moe_220m,10m,50m,10000000,50000000,10,0.5089792075885949,0.0,0.0,0.5089792075885949,0.5089792075885949,0.5089792075885949,0.5089792075885949,0.5089792075885949,400.0,400.0,,,0,0.001953125
requested_tokens_per_activated_parameter,efficiency,descriptive_only,mla_moe_220m,10m,25m,10000000,25000000,10,0.1577224972341783,0.0,0.0,0.1577224972341783,0.1577224972341783,0.1577224972341783,0.1577224972341783,0.1577224972341783,150.0,150.0,,,0,0.001953125
