metric,metric_group,metric_direction,model,seed,value_10m,value_25m,value_50m,delta_25m_minus_10m,delta_50m_minus_25m,delta_50m_minus_10m,relative_50m_vs_10m_percent,slope_per_log10_token,monotone_decreasing,monotone_increasing
lm_loss,optimization,lower_is_better,mla_moe_220m,2027,4.741405010223389,4.579207897186279,4.478518486022949,-0.16219711303710938,-0.10068941116333008,-0.26288652420043945,-5.544485730149716,-0.3777519498672094,True,False
lm_loss,optimization,lower_is_better,mla_moe_220m,31415,5.181750774383545,4.660987377166748,4.704317092895508,-0.5207633972167969,0.043329715728759766,-0.4774336814880371,-9.213752306426505,-0.7157644259599044,False,False
lm_loss,optimization,lower_is_better,mla_moe_220m,4441,4.879983901977539,4.739340782165527,4.768514633178711,-0.14064311981201172,0.029173851013183594,-0.11146926879882812,-2.2842138629526403,-0.1696178503430524,False,False
lm_loss,optimization,lower_is_better,mla_moe_220m,5501,5.0707926750183105,4.395129203796387,4.619642734527588,-0.6756634712219238,0.22451353073120117,-0.45114994049072266,-8.897029900539042,-0.7004805650564417,False,False
lm_loss,optimization,lower_is_better,mla_moe_220m,6173,5.167410373687744,4.3401947021484375,4.511987686157227,-0.8272156715393066,0.17179298400878906,-0.6554226875305176,-12.683774659506525,-0.9973611986139554,False,False
lm_loss,optimization,lower_is_better,mla_moe_220m,8191,5.0720648765563965,4.939309597015381,4.311244487762451,-0.13275527954101562,-0.6280651092529297,-0.7608203887939453,-15.000210117787237,-1.0490164663462624,True,False
lm_loss,optimization,lower_is_better,mla_moe_220m,10007,4.85801887512207,4.786635875701904,4.25002384185791,-0.07138299942016602,-0.5366120338439941,-0.6079950332641602,-12.515287587244764,-0.8337411527955411,True,False
lm_loss,optimization,lower_is_better,mla_moe_220m,11213,5.067155361175537,4.697810649871826,4.802031993865967,-0.36934471130371094,0.10422134399414062,-0.2651233673095703,-5.232193378970404,-0.408003447675647,False,False
lm_loss,optimization,lower_is_better,mla_moe_220m,12721,4.876607418060303,4.877588748931885,4.646460056304932,0.0009813308715820312,-0.23112869262695312,-0.2301473617553711,-4.719415405534396,-0.3119207301124246,False,False
lm_loss,optimization,lower_is_better,v3_routing_220m,1337,5.046967029571533,4.493775367736816,4.415286540985107,-0.5531916618347168,-0.07848882675170898,-0.6316804885864258,-12.516041513353276,-0.9291638766413479,True,False
lm_loss,optimization,lower_is_better,v3_routing_220m,2027,4.6898980140686035,4.524990081787109,4.4435014724731445,-0.16490793228149414,-0.08148860931396484,-0.24639654159545898,-5.253771848691094,-0.3557498878478217,True,False
lm_loss,optimization,lower_is_better,v3_routing_220m,31415,5.142045021057129,4.587863922119141,4.7390666007995605,-0.5541810989379883,0.15120267868041992,-0.40297842025756836,-7.836929054633635,-0.6192038402254796,False,False
lm_loss,optimization,lower_is_better,v3_routing_220m,4441,4.853201389312744,4.7649922370910645,4.726370811462402,-0.08820915222167969,-0.03862142562866211,-0.1268305778503418,-2.6133384476818944,-0.18355609228571054,True,False
lm_loss,optimization,lower_is_better,v3_routing_220m,5501,5.004938125610352,4.3347015380859375,4.5273756980896,-0.6702365875244141,0.1926741600036621,-0.47756242752075195,-9.541824804527694,-0.7355793597856858,False,False
lm_loss,optimization,lower_is_better,v3_routing_220m,6173,5.193730354309082,4.326218128204346,4.457089424133301,-0.8675122261047363,0.13087129592895508,-0.7366409301757812,-14.18327252135091,-1.1127773542141441,False,False
lm_loss,optimization,lower_is_better,v3_routing_220m,8191,5.064820289611816,4.852590560913086,4.2914533615112305,-0.21222972869873047,-0.5611371994018555,-0.7733669281005859,-15.269385365692001,-1.0764706567867472,True,False
lm_loss,optimization,lower_is_better,v3_routing_220m,10007,4.828364372253418,4.759875774383545,4.213029861450195,-0.06848859786987305,-0.5468459129333496,-0.6153345108032227,-12.744160617605656,-0.8433122064023204,True,False
lm_loss,optimization,lower_is_better,v3_routing_220m,11213,4.988927364349365,4.628793716430664,4.75701379776001,-0.36013364791870117,0.1282200813293457,-0.23191356658935547,-4.648565706660687,-0.36176499952485613,False,False
lm_loss,optimization,lower_is_better,v3_routing_220m,12721,4.8082098960876465,4.753916263580322,4.62764310836792,-0.05429363250732422,-0.12627315521240234,-0.18056678771972656,-3.755384885893823,-0.25195894654073336,True,False
mean_aux_loss,routing,lower_is_better,moe_220m,1337,0.010060316601700701,0.010031048820029198,0.010026827011881578,-2.9267781671503054e-05,-4.221808147620437e-06,-3.348958981912349e-05,-0.3328880307152765,-4.925320380429107e-05,True,False
mean_aux_loss,routing,lower_is_better,moe_220m,2027,0.01007213354209217,0.010053319731794534,0.010036369085416845,-1.881381029763575e-05,-1.695064637768917e-05,-3.576445667532492e-05,-0.35508322567272055,-5.0964001830601536e-05,True,False
mean_aux_loss,routing,lower_is_better,moe_220m,31415,0.010070383306019207,0.010044824703561321,0.010029338491480501,-2.555860245788584e-05,-1.548621208082024e-05,-4.104481453870608e-05,-0.4075794663562908,-5.9009722754877625e-05,True,False
mean_aux_loss,routing,lower_is_better,moe_220m,4441,0.010044950556015628,0.010025387893445143,0.010020440817450788,-1.9562662570485334e-05,-4.947075994354844e-06,-2.4509738564840178e-05,-0.24400058943209044,-3.580247554165074e-05,True,False
mean_aux_loss,routing,lower_is_better,moe_220m,5501,0.010061656880167422,0.010025538677924824,0.01003519969084195,-3.611820224259758e-05,9.661012917125053e-06,-2.645718932547253e-05,-0.2629506217571623,-4.061831659582062e-05,False,False
mean_aux_loss,routing,lower_is_better,moe_220m,6173,0.01006240756404367,0.010042637543785307,0.010027898978189365,-1.9770020258363247e-05,-1.473856559594186e-05,-3.450858585430511e-05,-0.3429456184781837,-4.938684890115345e-05,True,False
mean_aux_loss,routing,lower_is_better,moe_220m,8191,0.010049039041100476,0.010028791580779194,0.010017988935070226,-2.0247460321282107e-05,-1.0802645708967926e-05,-3.105010603025003e-05,-0.3089858234529231,-4.476033763126997e-05,True,False
mean_aux_loss,routing,lower_is_better,moe_220m,10007,0.01006345453548593,0.010033420322556236,0.010050015933201715,-3.003421292969294e-05,1.6595610645478084e-05,-1.3438602284214854e-05,-0.1335386594814675,-2.2167398276493023e-05,False,False
mean_aux_loss,routing,lower_is_better,moe_220m,11213,0.01004971709656246,0.01004359802741432,0.01002662331366306,-6.119069148140949e-06,-1.697471375126068e-05,-2.309378289940163e-05,-0.22979535321746455,-3.2116173494918724e-05,True,False
mean_aux_loss,routing,lower_is_better,moe_220m,12721,0.010049444299053394,0.010033102633095778,0.010033149643363184,-1.6341665957616755e-05,4.7010267406263906e-08,-1.629465569021049e-05,-0.16214484309092955,-2.4240669097608917e-05,False,False
mean_aux_loss,routing,lower_is_better,mla_moe_220m,1337,0.01005462277276455,0.01003112704788337,0.010025962368625517,-2.34957248811795e-05,-5.1646792578533e-06,-2.86604041390328e-05,-0.28504703544589105,-4.1947028043705375e-05,True,False
mean_aux_loss,routing,lower_is_better,mla_moe_220m,2027,0.01004898789688156,0.010033022133565203,0.010039091822599204,-1.5965763316356033e-05,6.0696890340009024e-06,-9.89607428235513e-06,-0.0984783182535837,-1.5515638306818937e-05,False,False
mean_aux_loss,routing,lower_is_better,mla_moe_220m,31415,0.010057477203504936,0.01003970404376709,0.010039796964570196,-1.777315973784492e-05,9.292080310578654e-08,-1.7680238934739134e-05,-0.17579198617102249,-2.630743286551538e-05,False,False
mean_aux_loss,routing,lower_is_better,mla_moe_220m,4441,0.010065751049678611,0.01002943691569995,0.010030828537864349,-3.6314133978660595e-05,1.3916221643980181e-06,-3.492251181426258e-05,-0.34694392541506,-5.2121929871093514e-05,False,False
mean_aux_loss,routing,lower_is_better,mla_moe_220m,5501,0.010073821459145621,0.010032922685572794,0.010027153581143358,-4.0898773572826605e-05,-5.769104429436539e-06,-4.6667878002263144e-05,-0.46325893496846954,-6.864951702018824e-05,True,False
mean_aux_loss,routing,lower_is_better,mla_moe_220m,6173,0.010044731712694268,0.010048972783651019,0.010025625265251246,4.241070956751206e-06,-2.3347518399772713e-05,-1.9106447443021507e-05,-0.19021361634652006,-2.534857467809678e-05,False,False
mean_aux_loss,routing,lower_is_better,mla_moe_220m,8191,0.010043975670232014,0.010029234853448032,0.010033956314285568,-1.4740816783981661e-05,4.721460837535732e-06,-1.001935594644593e-05,-0.09975488069073034,-1.5521837447977012e-05,False,False
mean_aux_loss,routing,lower_is_better,mla_moe_220m,10007,0.010043043841084974,0.010025612943822714,0.010034750841863891,-1.7430897262259853e-05,9.13789804117722e-06,-8.292999221082634e-06,-0.08257455958876628,-1.3534593138551387e-05,False,False
mean_aux_loss,routing,lower_is_better,mla_moe_220m,11213,0.010034488288334906,0.01003885598878916,0.010026679644436298,4.36770045425354e-06,-1.2176344352861357e-05,-7.808643898607817e-06,-0.07781805782448685,-1.0013594258887337e-05,False,False
mean_aux_loss,routing,lower_is_better,mla_moe_220m,12721,0.010068651733237026,0.010039832372007297,0.010032245583765895,-2.881936122972953e-05,-7.586788241401368e-06,-3.64061494711309e-05,-0.3615791908955667,-5.314875540923055e-05,True,False
mean_aux_loss,routing,lower_is_better,v3_routing_220m,1337,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,True,True
mean_aux_loss,routing,lower_is_better,v3_routing_220m,2027,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,True,True
mean_aux_loss,routing,lower_is_better,v3_routing_220m,31415,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,True,True
mean_aux_loss,routing,lower_is_better,v3_routing_220m,4441,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,True,True
mean_aux_loss,routing,lower_is_better,v3_routing_220m,5501,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,True,True
mean_aux_loss,routing,lower_is_better,v3_routing_220m,6173,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,True,True
mean_aux_loss,routing,lower_is_better,v3_routing_220m,8191,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,True,True
mean_aux_loss,routing,lower_is_better,v3_routing_220m,10007,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,True,True
mean_aux_loss,routing,lower_is_better,v3_routing_220m,11213,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,True,True
mean_aux_loss,routing,lower_is_better,v3_routing_220m,12721,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,True,True
mean_expert_load_variance,routing,lower_is_better,moe_220m,1337,7.64413035578198e-05,3.753028081523048e-05,5.324213736587101e-05,-3.891102274258932e-05,1.5711856550640528e-05,-2.3199166191948793e-05,-30.34899342657215,-3.6567833037693647e-05,False,False
mean_expert_load_variance,routing,lower_is_better,moe_220m,2027,6.641606820954218e-05,5.881111952993605e-05,4.8980436060163715e-05,-7.604948679606128e-06,-9.830683469772334e-06,-1.7435632149378462e-05,-26.25212937081608,-2.463970280204858e-05,True,False
mean_expert_load_variance,routing,lower_is_better,moe_220m,31415,6.816830403274958e-05,4.6168630652957485e-05,4.780331982506646e-05,-2.1999673379792096e-05,1.6346891721089732e-06,-2.0364984207683123e-05,-29.87456486800571,-3.0502948175300387e-05,False,False
mean_expert_load_variance,routing,lower_is_better,moe_220m,4441,5.3866483767827354e-05,4.4896990723080104e-05,3.434417711363898e-05,-8.96949304474725e-06,-1.0552813609441121e-05,-1.952230665418837e-05,-36.242028973586706,-2.7648257508018462e-05,True,False
mean_expert_load_variance,routing,lower_is_better,moe_220m,5501,6.0453856653637355e-05,5.933966471089256e-05,5.4569401012526624e-05,-1.1141919427447961e-06,-4.770263698365935e-06,-5.884455641110731e-06,-9.733796926844498,-8.12495280733012e-06,True,False
mean_expert_load_variance,routing,lower_is_better,moe_220m,6173,6.89856814013587e-05,5.088132288720874e-05,4.786610702673594e-05,-1.8104358514149955e-05,-3.0152158604727976e-06,-2.1119574374622753e-05,-30.61443178584998,-3.101423980459543e-05,True,False
mean_expert_load_variance,routing,lower_is_better,moe_220m,8191,5.195298592249553e-05,4.520605636967552e-05,3.5044987334145436e-05,-6.746929552820004e-06,-1.0161069035530086e-05,-1.690799858835009e-05,-32.54480620916336,-2.3811559428876432e-05,True,False
mean_expert_load_variance,routing,lower_is_better,moe_220m,10007,5.700495441754659e-05,4.257966544893053e-05,5.608355734083387e-05,-1.4425288968616056e-05,1.3503891891903339e-05,-9.213970767127174e-07,-1.6163456073725126,-3.1447375126600003e-06,False,False
mean_expert_load_variance,routing,lower_is_better,moe_220m,11213,5.949073036511739e-05,5.44028126531177e-05,4.612329569127825e-05,-5.087917711999689e-06,-8.279516961839452e-06,-1.3367434673839141e-05,-22.46977737842194,-1.8793028909797707e-05,True,False
mean_expert_load_variance,routing,lower_is_better,moe_220m,12721,6.207887397872079e-05,4.9632460541195344e-05,5.327969160344865e-05,-1.2446413437525442e-05,3.6472310622533092e-06,-8.799182375272133e-06,-14.174197776667617,-1.356596355687585e-05,False,False
mean_expert_load_variance,routing,lower_is_better,mla_moe_220m,1337,5.9575982557402714e-05,4.257452819082471e-05,3.698573807875315e-05,-1.7001454366578e-05,-5.588790112071562e-06,-2.2590244478649563e-05,-37.91837500436252,-3.2863357206542774e-05,True,False
mean_expert_load_variance,routing,lower_is_better,mla_moe_220m,2027,5.774565074178907e-05,4.4512242078781124e-05,6.562320192654928e-05,-1.3233408663007948e-05,2.111095984776816e-05,7.877551184760213e-06,13.64180866189361,8.942093542901127e-06,False,False
mean_expert_load_variance,routing,lower_is_better,mla_moe_220m,31415,5.209624767303467e-05,4.953777922524346e-05,5.23909224404229e-05,-2.55846844779121e-06,2.853143215179436e-06,2.946747673882261e-07,0.5656353011020244,6.336458118901143e-08,False,False
mean_expert_load_variance,routing,lower_is_better,mla_moe_220m,4441,6.356757713688746e-05,4.8327176438437563e-05,4.284190502431658e-05,-1.5240400698449894e-05,-5.485271414120981e-06,-2.0725672112570876e-05,-32.60415615328531,-3.0103843661309903e-05,True,False
mean_expert_load_variance,routing,lower_is_better,mla_moe_220m,5501,6.512286927964953e-05,5.163702401849959e-05,4.2120633853806393e-05,-1.3485845261149936e-05,-9.516390164693199e-06,-2.3002235425843135e-05,-35.321286792612476,-3.2960021477930155e-05,True,False
mean_expert_load_variance,routing,lower_is_better,mla_moe_220m,6173,6.28297487894694e-05,6.080831487973531e-05,5.1156456934081185e-05,-2.021433909734091e-06,-9.651857945654122e-06,-1.1673291855388213e-05,-18.579243241132804,-1.6093065533060444e-05,True,False
mean_expert_load_variance,routing,lower_is_better,mla_moe_220m,8191,6.184030738141804e-05,4.615397618876563e-05,6.205362876256306e-05,-1.568633119265241e-05,1.5899652573797433e-05,2.1332138114502357e-07,0.34495524064798394,-1.7719054484065462e-06,False,False
mean_expert_load_variance,routing,lower_is_better,mla_moe_220m,10007,5.529277986950347e-05,4.3556838234265644e-05,5.2817473808924366e-05,-1.1735941635237823e-05,9.260635574658722e-06,-2.4753060605791014e-06,-4.476725652826777,-4.898261607703534e-06,False,False
mean_expert_load_variance,routing,lower_is_better,mla_moe_220m,11213,6.403240429030525e-05,4.969698157575395e-05,4.97720930311415e-05,-1.43354227145513e-05,7.511145538755069e-08,-1.426031125916375e-05,-22.270460428928192,-2.1218749627679828e-05,False,False
mean_expert_load_variance,routing,lower_is_better,mla_moe_220m,12721,6.643445061312783e-05,5.531224012374878e-05,5.356680916415319e-05,-1.1122210489379053e-05,-1.74543095959559e-06,-1.2867641448974643e-05,-19.368928816628042,-1.8908264442513046e-05,True,False
mean_expert_load_variance,routing,lower_is_better,v3_routing_220m,1337,7.721485329998863e-05,4.769625961780549e-05,7.016490598519642e-05,-2.9518593682183144e-05,2.2468646367390935e-05,-7.049947314792209e-06,-9.13029943526843,-1.3437468053466228e-05,False,False
mean_expert_load_variance,routing,lower_is_better,v3_routing_220m,2027,6.448809040917292e-05,6.0384166240692154e-05,5.099605156315699e-05,-4.103924168480761e-06,-9.388114677535167e-06,-1.3492038846015928e-05,-20.92175277700081,-1.8832681766716644e-05,True,False
mean_expert_load_variance,routing,lower_is_better,v3_routing_220m,31415,9.544124172793495e-05,4.274444844987657e-05,6.073252856731415e-05,-5.269679327805838e-05,1.7988080117437584e-05,-3.4708713160620795e-05,-36.366577521656254,-5.398468382173754e-05,False,False
mean_expert_load_variance,routing,lower_is_better,v3_routing_220m,4441,5.308208763599396e-05,3.6039568649397954e-05,3.079439434740279e-05,-1.7042518986596005e-05,-5.245174301995161e-06,-2.2287693288591167e-05,-41.98722070131677,-3.245853320509402e-05,True,False
mean_expert_load_variance,routing,lower_is_better,v3_routing_220m,5501,9.500660896301272e-05,5.6257953246434526e-05,5.506418711609311e-05,-3.87486557165782e-05,-1.1937661303414187e-06,-3.994242184691962e-05,-42.041729815311804,-5.9248159832350615e-05,True,False
mean_expert_load_variance,routing,lower_is_better,v3_routing_220m,6173,9.255138768090141e-05,7.003426651159922e-05,7.195513314670987e-05,-2.2517121169302187e-05,1.920866635110648e-06,-2.059625453419154e-05,-22.25385815413518,-3.0884511676301363e-05,False,False
mean_expert_load_variance,routing,lower_is_better,v3_routing_220m,8191,7.00557119316525e-05,4.014244741863674e-05,4.7182315919134355e-05,-2.9913264513015756e-05,7.039868500497612e-06,-2.2873396012518143e-05,-32.650294147083684,-3.494385036532078e-05,False,False
mean_expert_load_variance,routing,lower_is_better,v3_routing_220m,10007,5.928804079691571e-05,4.633639388614231e-05,4.5655806859334306e-05,-1.2951646910773402e-05,-6.805870268080026e-07,-1.3632233937581405e-05,-22.993227224824373,-2.018533467403962e-05,True,False
mean_expert_load_variance,routing,lower_is_better,v3_routing_220m,11213,8.242069847053952e-05,5.051416357358297e-05,4.3279606766170935e-05,-3.190653489695655e-05,-7.234556807412032e-06,-3.914109170436858e-05,-47.48939578370497,-5.726262504464876e-05,True,False
mean_expert_load_variance,routing,lower_is_better,v3_routing_220m,12721,7.003170847892762e-05,6.900532510545518e-05,6.34017116493649e-05,-1.02638337347244e-06,-5.6036134560902816e-06,-6.6299968295627216e-06,-9.467135635506697,-9.124271189079103e-06,True,False
mean_routing_entropy,routing,descriptive_only,moe_220m,1337,1.5610662321746347,1.7554854391018548,1.9740430647134783,0.19441920692722015,0.2185576256116235,0.41297683253884365,26.454792501888186,0.5854886424383816,False,True
mean_routing_entropy,routing,descriptive_only,moe_220m,2027,1.5900588418046633,1.7642724804083507,1.9705484535296758,0.17421363860368744,0.20627597312132506,0.3804896117250125,23.929278698464366,0.5387852699105057,False,True
mean_routing_entropy,routing,descriptive_only,moe_220m,31415,1.5671921089788279,1.779687420129776,2.001789181828499,0.21249531115094822,0.22210176169872287,0.4345970728496711,27.730938048995903,0.6171780071306057,False,True
mean_routing_entropy,routing,descriptive_only,moe_220m,4441,1.597621174355348,1.7401551378766695,1.9609749909241996,0.14253396352132164,0.22081985304753005,0.3633538165688517,22.743427691202683,0.5113887531585125,False,True
mean_routing_entropy,routing,descriptive_only,moe_220m,5501,1.5594409694274265,1.7490711825092635,1.9672909074028333,0.18963021308183703,0.21821972489356978,0.4078499379754068,26.15359901216109,0.5779079842303066,False,True
mean_routing_entropy,routing,descriptive_only,moe_220m,6173,1.5763801678021752,1.7460399132966995,1.9648330616950986,0.16965974549452434,0.21879314839839914,0.3884528938929235,24.64208201975246,0.5489840681967367,False,True
mean_routing_entropy,routing,descriptive_only,moe_220m,8191,1.5653205561637877,1.731687610447407,1.9402997284134231,0.1663670542836193,0.2086121179660161,0.3749791722496354,23.955423748386483,0.5302828159638641,False,True
mean_routing_entropy,routing,descriptive_only,moe_220m,10007,1.5731688110530377,1.7581867231925328,1.976751565337181,0.18501791213949503,0.21856484214464822,0.40358275428414325,25.65412887978599,0.571516198314198,False,True
mean_routing_entropy,routing,descriptive_only,moe_220m,11213,1.5774062712490557,1.7553666406869886,1.970375964343548,0.1779603694379328,0.21500932365655934,0.39296969309449215,24.912395763668574,0.5561989356671074,False,True
mean_routing_entropy,routing,descriptive_only,moe_220m,12721,1.5606463999052842,1.7377005657553672,1.9611453427871066,0.17705416585008305,0.22344477703173937,0.4004989428818224,25.66237572496427,0.5662885393933715,False,True
mean_routing_entropy,routing,descriptive_only,mla_moe_220m,1337,1.5194452964762848,1.655397700170676,1.8820773353179294,0.1359524036943911,0.22667963514725353,0.36263203884164463,23.866080581026335,0.5095453180314916,False,True
mean_routing_entropy,routing,descriptive_only,mla_moe_220m,2027,1.479007814824581,1.6338111861546833,1.89283235202233,0.15480337133010225,0.2590211658676467,0.4138245371977489,27.979874957376808,0.5814326057538776,False,True
mean_routing_entropy,routing,descriptive_only,mla_moe_220m,31415,1.52445287168026,1.666961958209674,1.9218506775299709,0.14250908652941408,0.2548887193202969,0.39739780584971096,26.068225081415406,0.5575446742523615,False,True
mean_routing_entropy,routing,descriptive_only,mla_moe_220m,4441,1.4938038266201812,1.6614710403482118,1.924335485498111,0.16766721372803062,0.26286444514989915,0.43053165887792977,28.821164546889193,0.6057755481366933,False,True
mean_routing_entropy,routing,descriptive_only,mla_moe_220m,5501,1.4707584052781264,1.6297397218147915,1.8760541600982348,0.15898131653666514,0.24631443828344324,0.4052957548201084,27.556922562238583,0.5704176647282025,False,True
mean_routing_entropy,routing,descriptive_only,mla_moe_220m,6173,1.48022282709678,1.641201097269853,1.885517152051131,0.16097827017307287,0.24431605478127794,0.4052943249543508,27.380629290069166,0.5706781202994119,False,True
mean_routing_entropy,routing,descriptive_only,mla_moe_220m,8191,1.4571192842721938,1.6267766216397288,1.891278289159139,0.16965733736753497,0.2645016675194103,0.43415900488694525,29.79570784445422,0.6109552509985536,False,True
mean_routing_entropy,routing,descriptive_only,mla_moe_220m,10007,1.4720803836981455,1.658148411313693,1.9079430229465164,0.18606802761554753,0.24979461163282335,0.4358626392483709,29.6086167627206,0.6154214761334422,False,True
mean_routing_entropy,routing,descriptive_only,mla_moe_220m,11213,1.4695135457317035,1.6620103288690249,1.9135188562671346,0.19249678313732144,0.2515085273981097,0.44400531053543113,30.214441494947295,0.6273065927550956,False,True
mean_routing_entropy,routing,descriptive_only,mla_moe_220m,12721,1.4692539550364014,1.622498750934998,1.8691456615924835,0.15324479589859652,0.24664691065748556,0.3998917065560821,27.217330617713024,0.5623367199619349,False,True
mean_routing_entropy,routing,descriptive_only,v3_routing_220m,1337,1.3204958419998487,1.569444482922554,1.841883474290371,0.2489486409227053,0.2724389913678169,0.5213876322905222,39.48423127943344,0.7396445050630173,False,True
mean_routing_entropy,routing,descriptive_only,v3_routing_220m,2027,1.2950403264164925,1.5788269904255865,1.8646753089626626,0.283786664009094,0.28584831853707615,0.5696349825461702,43.98588761497549,0.8096392134092272,False,True
mean_routing_entropy,routing,descriptive_only,v3_routing_220m,31415,1.3117650113503139,1.5908611749609312,1.8703739008307458,0.2790961636106173,0.2795127258698147,0.558608889480432,42.58452425906735,0.7940729565704868,False,True
mean_routing_entropy,routing,descriptive_only,v3_routing_220m,4441,1.2877039674917858,1.5745588864882791,1.8532052128513652,0.2868549189964933,0.27864632636308606,0.5655012453595794,43.915469675928186,0.8044375676528055,False,True
mean_routing_entropy,routing,descriptive_only,v3_routing_220m,5501,1.3027987086772919,1.5977536295851074,1.894575539728006,0.2949549209078155,0.2968219101428986,0.5917768310507141,45.42350457589373,0.8411281381148313,False,True
mean_routing_entropy,routing,descriptive_only,v3_routing_220m,6173,1.276143760085106,1.5356457982460656,1.8334622492392858,0.2595020381609596,0.2978164509932202,0.5573184891541798,43.672077283597915,0.7897487279198501,False,True
mean_routing_entropy,routing,descriptive_only,v3_routing_220m,8191,1.3350331777830917,1.5879420504967372,1.8672028895219164,0.2529088727136455,0.2792608390251792,0.5321697117388247,39.86190909671073,0.7547839560903401,False,True
mean_routing_entropy,routing,descriptive_only,v3_routing_220m,10007,1.2936440010865529,1.5717678112785023,1.845227865576744,0.2781238101919494,0.2734600542982417,0.5515838644901911,42.63799499915794,0.7844201783316078,False,True
mean_routing_entropy,routing,descriptive_only,v3_routing_220m,11213,1.3209674082696437,1.5923121718565623,1.8691493200262383,0.2713447635869186,0.2768371481696761,0.5481819117565947,41.49851906449887,0.778916827760146,False,True
mean_routing_entropy,routing,descriptive_only,v3_routing_220m,12721,1.3176372785369554,1.5804701939225196,1.8587806344032287,0.2628329153855642,0.2783104404807091,0.5411433558662733,41.069220238450924,0.7682550342644726,False,True
mtp_auxiliary_head_count,mtp,descriptive_only,dense_121m,1337,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,True,True
mtp_auxiliary_head_count,mtp,descriptive_only,dense_121m,2027,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,True,True
mtp_auxiliary_head_count,mtp,descriptive_only,dense_121m,31415,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,True,True
mtp_auxiliary_head_count,mtp,descriptive_only,dense_121m,4441,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,True,True
mtp_auxiliary_head_count,mtp,descriptive_only,dense_121m,5501,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,True,True
mtp_auxiliary_head_count,mtp,descriptive_only,dense_121m,6173,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,True,True
mtp_auxiliary_head_count,mtp,descriptive_only,dense_121m,8191,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,True,True
mtp_auxiliary_head_count,mtp,descriptive_only,dense_121m,10007,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,True,True
mtp_auxiliary_head_count,mtp,descriptive_only,dense_121m,11213,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,True,True
mtp_auxiliary_head_count,mtp,descriptive_only,dense_121m,12721,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,True,True
mtp_auxiliary_head_count,mtp,descriptive_only,mla_121m,1337,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,True,True
mtp_auxiliary_head_count,mtp,descriptive_only,mla_121m,2027,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,True,True
mtp_auxiliary_head_count,mtp,descriptive_only,mla_121m,31415,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,True,True
mtp_auxiliary_head_count,mtp,descriptive_only,mla_121m,4441,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,True,True
mtp_auxiliary_head_count,mtp,descriptive_only,mla_121m,5501,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,True,True
mtp_auxiliary_head_count,mtp,descriptive_only,mla_121m,6173,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,True,True
mtp_auxiliary_head_count,mtp,descriptive_only,mla_121m,8191,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,True,True
mtp_auxiliary_head_count,mtp,descriptive_only,mla_121m,10007,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,True,True
mtp_auxiliary_head_count,mtp,descriptive_only,mla_121m,11213,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,True,True
mtp_auxiliary_head_count,mtp,descriptive_only,mla_121m,12721,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,True,True
mtp_auxiliary_head_count,mtp,descriptive_only,mtp_121m,1337,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,True,True
mtp_auxiliary_head_count,mtp,descriptive_only,mtp_121m,2027,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,True,True
mtp_auxiliary_head_count,mtp,descriptive_only,mtp_121m,31415,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,True,True
mtp_auxiliary_head_count,mtp,descriptive_only,mtp_121m,4441,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,True,True
mtp_auxiliary_head_count,mtp,descriptive_only,mtp_121m,5501,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,True,True
mtp_auxiliary_head_count,mtp,descriptive_only,mtp_121m,6173,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,True,True
mtp_auxiliary_head_count,mtp,descriptive_only,mtp_121m,8191,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,True,True
